逻辑号	车厢号	故障类型	故障代码	故障等级	故障名称	故障报告	V>0	V=0	故障已读后发送位
1439	1	制动	1775	0	1车常用制动不缓解---重起BCU后不可恢复，需切除本车制动	1车常用制动不缓解---重起BCU后不可恢复，需切除本车制动	1车常用制动不缓解---重起BCU后不可恢复，需切除本车制动	1车常用制动不缓解---重起BCU后不可恢复，需切除本车制动	5840
1440	2	制动	1775	0	2车常用制动不缓解---重起BCU后不可恢复，需切除本车制动	2车常用制动不缓解---重起BCU后不可恢复，需切除本车制动	2车常用制动不缓解---重起BCU后不可恢复，需切除本车制动	2车常用制动不缓解---重起BCU后不可恢复，需切除本车制动	5841
1441	3	制动	1775	0	3车常用制动不缓解---重起BCU后不可恢复，需切除本车制动	3车常用制动不缓解---重起BCU后不可恢复，需切除本车制动	3车常用制动不缓解---重起BCU后不可恢复，需切除本车制动	3车常用制动不缓解---重起BCU后不可恢复，需切除本车制动	5842
1442	4	制动	1775	0	4车常用制动不缓解---重起BCU后不可恢复，需切除本车制动	4车常用制动不缓解---重起BCU后不可恢复，需切除本车制动	4车常用制动不缓解---重起BCU后不可恢复，需切除本车制动	4车常用制动不缓解---重起BCU后不可恢复，需切除本车制动	5843
1443	5	制动	1775	0	5车常用制动不缓解---重起BCU后不可恢复，需切除本车制动	5车常用制动不缓解---重起BCU后不可恢复，需切除本车制动	5车常用制动不缓解---重起BCU后不可恢复，需切除本车制动	5车常用制动不缓解---重起BCU后不可恢复，需切除本车制动	5844
1444	6	制动	1775	0	6车常用制动不缓解---重起BCU后不可恢复，需切除本车制动	6车常用制动不缓解---重起BCU后不可恢复，需切除本车制动	6车常用制动不缓解---重起BCU后不可恢复，需切除本车制动	6车常用制动不缓解---重起BCU后不可恢复，需切除本车制动	5845
1445	7	制动	1775	0	7车常用制动不缓解---重起BCU后不可恢复，需切除本车制动	7车常用制动不缓解---重起BCU后不可恢复，需切除本车制动	7车常用制动不缓解---重起BCU后不可恢复，需切除本车制动	7车常用制动不缓解---重起BCU后不可恢复，需切除本车制动	5846
1446	8	制动	1775	0	8车常用制动不缓解---重起BCU后不可恢复，需切除本车制动	8车常用制动不缓解---重起BCU后不可恢复，需切除本车制动	8车常用制动不缓解---重起BCU后不可恢复，需切除本车制动	8车常用制动不缓解---重起BCU后不可恢复，需切除本车制动	5847
1447	1	牵引	267B	0	牵引电机轴承:达到过热限制1	-最大限制速度为200km/h。\n-通知控制中心。\n-动车组以减少25%的牵引功率运行至目的站.\n	-最大限制速度为200km/h。\n-通知控制中心。\n-动车组以减少25%的牵引功率运行至目的站。\n	-最大限制速度为200km/h。\n-通知控制中心。\n-动车组以减少25%的牵引功率运行至目的站.\n	5848
1448	3	牵引	2685	0	牵引电机轴承:达到过热限制1	-最大限制速度为200km/h。\n-通知控制中心。\n-动车组以减少25%的牵引功率运行至目的站.\n	-最大限制速度为200km/h。\n-通知控制中心。\n-动车组以减少25%的牵引功率运行至目的站。\n	-最大限制速度为200km/h。\n-通知控制中心。\n-动车组以减少25%的牵引功率运行至目的站.\n	5849
1449	6	牵引	636A	0	牵引电机轴承:达到过热限制1	-最大限制速度为200km/h。\n-通知控制中心。\n-动车组以减少25%的牵引功率运行至目的站.\n	-最大限制速度为200km/h。\n-通知控制中心。\n-动车组以减少25%的牵引功率运行至目的站。\n	-最大限制速度为200km/h。\n-通知控制中心。\n-动车组以减少25%的牵引功率运行至目的站.\n	5850
1450	8	牵引	6364	0	牵引电机轴承:达到过热限制1	-最大限制速度为200km/h。\n-通知控制中心。\n-动车组以减少25%的牵引功率运行至目的站.\n	-最大限制速度为200km/h。\n-通知控制中心。\n-动车组以减少25%的牵引功率运行至目的站。\n	-最大限制速度为200km/h。\n-通知控制中心。\n-动车组以减少25%的牵引功率运行至目的站.\n	5851
1451	1	牵引	269B	0	冷却循环：达到过热温度限2	动车组以减少25%的牵引功率运行。\n注：\n如果故障排除，牵引功率恢复正常。\n	动车组以减少25%的牵引功率运行。\n注：\n如果故障排除，牵引功率恢复正常。\n	动车组以减少25%的牵引功率运行。\n注：\n如果故障排除，牵引功率恢复正常。\n	5852
1452	3	牵引	269B	0	冷却循环：达到过热温度限2	动车组以减少25%的牵引功率运行。\n注：\n如果故障排除，牵引功率恢复正常。\n	动车组以减少25%的牵引功率运行。\n注：\n如果故障排除，牵引功率恢复正常。\n	动车组以减少25%的牵引功率运行。\n注：\n如果故障排除，牵引功率恢复正常。\n	5853
1453	6	牵引	2679	0	冷却循环：达到过热温度限2	"最大限制速度为140km/h\n""动车组以减少25%的牵引功率运行。\n注：\n如果故障排除，牵引功率恢复正常。\n"""	动车组以减少25%的牵引功率运行。\n注：\n如果故障排除，牵引功率恢复正常。\n	"最大限制速度为140km/h\n""动车组以减少25%的牵引功率运行。\n注：\n如果故障排除，牵引功率恢复正常。\n"""	5854
1454	8	牵引	2679	0	冷却循环：达到过热温度限2	"最大限制速度为140km/h\n""动车组以减少25%的牵引功率运行。\n注：\n如果故障排除，牵引功率恢复正常。\n"""	动车组以减少25%的牵引功率运行。\n注：\n如果故障排除，牵引功率恢复正常。\n	"最大限制速度为140km/h\n""动车组以减少25%的牵引功率运行。\n注：\n如果故障排除，牵引功率恢复正常。\n"""	5855
1455	1	牵引	2689	0	冷却循环:达到过热限制	动车组以减少25%的牵引功率运行。\n注：\n如果故障排除，牵引功率恢复正常。\n	动车组以减少25%的牵引功率运行。\n注：\n如果故障排除，牵引功率恢复正常。\n	动车组以减少25%的牵引功率运行。\n注：\n如果故障排除，牵引功率恢复正常。\n	5856
1456	3	牵引	2687	0	冷却循环:达到过热限制	动车组以减少25%的牵引功率运行。\n注：\n如果故障排除，牵引功率恢复正常。\n	动车组以减少25%的牵引功率运行。\n注：\n如果故障排除，牵引功率恢复正常。\n	动车组以减少25%的牵引功率运行。\n注：\n如果故障排除，牵引功率恢复正常。\n	5857
1457	6	牵引	2696	0	冷却循环:达到过热限制	动车组以减少25%的牵引功率运行。\n注：\n如果故障排除，牵引功率恢复正常。\n	动车组以减少25%的牵引功率运行。\n注：\n如果故障排除，牵引功率恢复正常。\n	动车组以减少25%的牵引功率运行。\n注：\n如果故障排除，牵引功率恢复正常。\n	5858
1458	8	牵引	2948	0	冷却循环:达到过热限制	动车组以减少25%的牵引功率运行。\n注：\n如果故障排除，牵引功率恢复正常。\n	动车组以减少25%的牵引功率运行。\n注：\n如果故障排除，牵引功率恢复正常。\n	动车组以减少25%的牵引功率运行。\n注：\n如果故障排除，牵引功率恢复正常。\n	5859
1459	2	ACU	8888	0	2车ACU1故障	2车ACU1故障	2车ACU1故障	2车ACU1故障	5860
1460	4	ACU	8888	0	4车ACU2故障	4车ACU2故障	4车ACU2故障	4车ACU2故障	5861
1461	4	ACU	8888	0	4车ACU3故障	4车ACU3故障	4车ACU3故障	4车ACU3故障	5862
1462	5	ACU	8888	0	5车ACU3故障	5车ACU3故障	5车ACU3故障	5车ACU3故障	5863
1463	5	ACU	8888	0	5车ACU2故障	5车ACU2故障	5车ACU2故障	5车ACU2故障	5864
1464	7	ACU	8888	0	7车ACU1故障	7车ACU1故障	7车ACU1故障	7车ACU1故障	5865
1465	1	ACU	8888	0	与列车通讯故障	与列车通讯故障	与列车通讯故障	与列车通讯故障	5866
1466	1	ACU	8888	0	与列车通讯故障	与列车通讯故障	与列车通讯故障	与列车通讯故障	5867
1467	2	制动	8888	0	2车转向架1停放制动不缓解--重启BCU后不缓解	2车转向架1停放制动不缓解--重启BCU后不缓解	2车转向架1停放制动不缓解--重启BCU后不缓解	2车转向架1停放制动不缓解--重启BCU后不缓解	5868
1468	2	制动	8888	0	2车转向架2停放制动不缓解--重启BCU后不缓解	2车转向架2停放制动不缓解--重启BCU后不缓解	2车转向架2停放制动不缓解--重启BCU后不缓解	2车转向架2停放制动不缓解--重启BCU后不缓解	5869
1469	4	制动	8888	0	4车转向架1停放制动不缓解--重启BCU后不缓解	4车转向架1停放制动不缓解--重启BCU后不缓解	4车转向架1停放制动不缓解--重启BCU后不缓解	4车转向架1停放制动不缓解--重启BCU后不缓解	5870
1470	4	制动	8888	0	4车转向架2停放制动不缓解--重启BCU后不缓解	4车转向架2停放制动不缓解--重启BCU后不缓解	4车转向架2停放制动不缓解--重启BCU后不缓解	4车转向架2停放制动不缓解--重启BCU后不缓解	5871
1471	5	制动	8888	0	5车转向架1停放制动不缓解--重启BCU后不缓解	5车转向架1停放制动不缓解--重启BCU后不缓解	5车转向架1停放制动不缓解--重启BCU后不缓解	5车转向架1停放制动不缓解--重启BCU后不缓解	5872
1472	5	制动	8888	0	5车转向架2停放制动不缓解--重启BCU后不缓解	5车转向架2停放制动不缓解--重启BCU后不缓解	5车转向架2停放制动不缓解--重启BCU后不缓解	5车转向架2停放制动不缓解--重启BCU后不缓解	5873
1473	7	制动	8888	0	7车转向架1停放制动不缓解--重启BCU后不缓解	7车转向架1停放制动不缓解--重启BCU后不缓解	7车转向架1停放制动不缓解--重启BCU后不缓解	7车转向架1停放制动不缓解--重启BCU后不缓解	5874
1474	7	制动	8888	0	7车转向架2停放制动不缓解--重启BCU后不缓解	7车转向架2停放制动不缓解--重启BCU后不缓解	7车转向架2停放制动不缓解--重启BCU后不缓解	7车转向架2停放制动不缓解--重启BCU后不缓解	5875
1475	1	雨刷	8888	0	雨刷故障	雨刷故障	雨刷故障	雨刷故障	5876
1476	1	喷水器	8888	0	喷水器故障	喷水器故障	喷水器故障	喷水器故障	5877
1477	2	制动	6583	0	MCB28-F11BCU或BCU2关闭；	========================\n前进方TU的EC========================\n接通司机室柜左侧上MCB面板上的MCB28-F11“BCU(BD)?\n如果没有成功：\n-在车厢控制面板上缓解车厢的空气制动器。\n-如有需要，通知列车员已采取了以上措施。\n-按TD-HMI上的“制动状态”叶面上的软键“制动有效率”。\n-参考制动故障时应采取的措施。\n-参考撒沙装置故障时应采取的措施。\n-通知列车员并采取以下措施：\n锁闭外门并贴上布告板。\n-通知控制中心。\	========================\n前进方TU的EC\n========================\n-通知控制中心。\n-以最大时速Vmax=215km/h的速度行驶到到达站（由于缺少运行稳定性监控）。\n-如果可能，用低减速度制动（因为缺少轮滑保护）。\n-参考撒沙装置故障时应采取的措施。\n-通知列车员并采取以下措施：\n锁闭外门并贴上布告板。\n-如有需要，通过紧急方式操控风挡刮水器（位于司机操纵台的下面）。\n========================\n被引导TU的	========================\n前进方TU的EC========================\n接通司机室柜左侧上MCB面板上的MCB28-F11“BCU(BD)?\n如果没有成功：\n-在车厢控制面板上缓解车厢的空气制动器。\n-如有需要，通知列车员已采取了以上措施。\n-按TD-HMI上的“制动状态”叶面上的软键“制动有效率”。\n-参考制动故障时应采取的措施。\n-参考撒沙装置故障时应采取的措施。\n-通知列车员并采取以下措施：\n锁闭外门并贴上布告板。\n-通知控制中心。\	5878
